u,g,r,i,z,redshift,object_class
18.17582,16.85587,16.09575,15.65964,15.35175,0.06278875,GALAXY
21.78898,21.03606,20.91026,20.59726,20.18573,1.784543,QSO
20.65429,20.05647,19.7581,19.62863,19.47231,-0.0003364564,STAR
25.8828,23.02968,21.12602,19.96622,19.57148,0.5954221,GALAXY
19.29968,18.25933,17.91566,17.79243,17.71603,-0.0001901536,STAR
24.98459,22.20662,20.71866,19.8609,19.45301,0.4197258,GALAXY
23.8751,24.14531,21.91874,20.70472,19.94726,0.7076356,GALAXY
25.03905,20.91715,19.87299,19.52499,19.28714,-8.660053e-05,STAR
21.88555,20.58702,20.32954,20.22595,19.7819,2.574122,QSO
25.36288,21.71122,21.10433,20.77507,20.84354,-0.0006013046,STAR
23.13502,22.02181,22.36043,22.51449,21.78424,2.341231,QSO
22.82611,22.56298,21.68795,20.95998,20.22745,0.9690551,QSO
20.25981,18.85767,17.73312,17.10209,16.9782,-3.617132e-05,STAR
23.09662,21.78328,20.56973,19.61806,19.16927,0.5368012,GALAXY
24.61605,21.52809,21.05529,20.81673,20.49396,1.593889,QSO
19.9291,19.79656,19.42648,19.06552,18.74058,2.099687,QSO
21.59368,20.09728,19.14729,18.97882,18.91375,-3.253169e-05,STAR
19.5989,18.55658,18.04234,17.83876,17.76609,-0.0002491101,STAR
24.86574,22.33064,20.80085,19.72346,19.15571,0.6589295,GALAXY
25.35843,22.42013,20.61969,19.4443,19.0017,0.6180558,GALAXY
19.47518,18.29047,17.67848,17.29827,17.11298,0.1431988,GALAXY
21.92373,19.71569,18.49544,18.02381,17.59012,0.1720578,GALAXY
25.84188,22.37415,20.95275,20.03819,19.57424,-0.0002110237,STAR
19.6192,18.68364,18.33061,18.18982,18.18285,-0.0002401038,STAR
25.37796,21.60037,21.06612,20.82433,20.39596,-0.000370814,STAR
21.34972,20.48437,20.32216,20.26334,20.36795,0.0005495793,STAR
24.07758,23.00837,21.27517,20.30198,19.87044,0.5272502,GALAXY
19.75302,18.46693,18.61886,18.75406,18.8779,-0.0006898247,STAR
21.30916,20.613,20.11581,19.82714,19.31203,0.7161307,QSO
26.38668,21.8145,20.00863,19.15159,18.73351,0.4802034,GALAXY
23.55857,22.45852,21.90065,21.12262,22.20498,0.8298347,GALAXY
21.61338,21.59451,21.51307,21.28239,21.77288,1.55386,QSO
23.89644,22.06883,21.73779,21.37962,21.00176,1.917107,QSO
23.28964,21.2051,19.45947,18.69679,18.21254,0.4321951,GALAXY
15.85291,14.62961,14.21302,14.05272,13.99093,-0.0001143236,STAR
24.1925,22.87964,22.15466,22.0016,21.18909,2.51151,QSO
21.38894,20.0657,19.49221,19.17016,18.93075,-0.0008129606,STAR
19.97189,18.65871,17.85106,17.41768,17.09333,0.1336203,GALAXY
25.35616,23.15477,21.52822,20.515,19.82,-0.0001802116,STAR
17.3469,15.38498,14.45689,13.97418,13.61379,0.0385597,GALAXY
17.7845,16.8896,16.584,16.44532,16.44679,-0.0004405543,STAR
20.24104,19.7999,19.78045,19.65027,19.60425,0.6759362,QSO
16.13968,16.39046,16.86049,17.19359,17.48483,-0.0002670019,STAR
21.88832,20.40562,20.0928,20.08862,19.92011,0.0001716307,STAR
22.76139,20.98833,20.76728,20.61911,20.80558,3.172208,QSO
18.34874,17.19241,16.68047,16.465,16.36957,0.0002279461,STAR
21.03098,18.8687,17.73394,17.25786,16.89609,0.1627453,GALAXY
23.12489,22.52061,21.79336,21.17853,20.86955,1.021635,QSO
16.89698,15.52671,15.0651,14.94048,14.89395,-4.689751e-05,STAR
24.87425,22.48153,20.70471,19.68733,19.4411,0.5426064,GALAXY
24.82568,23.35509,20.77889,19.73593,19.11971,0.5933389,GALAXY
20.10617,18.98351,18.73416,18.61267,18.58119,-0.0002317403,STAR
22.03609,20.11794,18.56515,17.96402,17.5831,0.2783,GALAXY
18.83808,18.8068,18.99532,19.16043,19.37787,-5.302904e-05,STAR
19.76888,18.63491,18.73255,18.77771,18.85147,-0.0004017717,STAR
26.18475,21.34154,19.44187,18.70638,18.30963,0.4201018,GALAXY
24.68277,21.97575,20.25892,19.37903,18.89346,0.4703838,GALAXY
21.48432,21.55446,21.24798,21.17558,21.1333,1.322343,QSO
21.01716,20.46862,20.22141,20.1157,19.82247,2.501527,QSO
17.57887,16.55078,16.21527,16.10371,16.09738,-0.0001649837,STAR
23.86616,25.06545,21.24373,20.14839,19.23279,0.6453527,GALAXY
19.22626,18.30976,18.03816,17.92637,17.90057,-0.0002842768,STAR
20.18417,19.10866,18.61352,18.44572,18.31673,-4.454236e-05,STAR
21.58238,21.52399,21.53249,21.25344,21.24558,1.595724,QSO
17.80928,16.23081,15.54449,15.2795,15.12033,4.276454e-05,STAR
21.05702,19.81048,19.45113,19.12442,19.04934,0.06526224,GALAXY
22.59555,20.76229,19.88874,19.63993,19.43228,9.072699e-05,STAR
22.44856,21.73634,21.659,21.52188,21.86338,2.503275,QSO
22.21134,22.20021,22.10647,21.89967,21.81526,2.066793,QSO
23.30779,21.17988,20.73075,20.59343,20.50475,-0.0005888742,STAR
20.75962,19.91363,19.61077,19.47889,19.43023,-0.0004202801,STAR
24.95483,23.55579,22.22266,21.04153,20.02501,-2.621794e-05,STAR
20.39361,20.26696,20.15113,19.94706,20.00979,1.814057,QSO
18.74774,17.06196,16.38105,16.13944,16.01292,-0.0001351793,STAR
21.36188,21.19813,20.91085,20.77928,21.01032,1.261107,QSO
17.6302,16.681,16.35361,16.23624,16.17661,-0.000214117,STAR
26.42451,23.27552,21.48473,20.02555,19.60817,0.7033651,GALAXY
19.48647,18.3133,17.44345,16.90418,16.63425,0.08765896,QSO
21.28107,20.41868,20.31857,20.33414,19.92003,2.33126,QSO
21.72056,21.40787,21.36746,21.30689,20.9613,2.169066,QSO
16.26031,15.16002,14.90749,14.84228,14.85641,5.55843e-05,STAR
19.35645,19.20728,18.98077,19.04583,19.1576,1.07607,QSO
19.29053,19.38813,19.05599,19.03323,19.09348,1.303293,QSO
22.6074,20.15442,18.47612,17.89781,17.56309,0.299123,GALAXY
17.86682,16.08553,15.3535,15.07917,14.95774,-2.67803e-05,STAR
20.85929,19.10885,18.37583,18.05857,17.90119,-0.000402216,STAR
25.49874,22.11395,20.65601,19.52019,18.90764,0.5298364,GALAXY
26.80983,24.22373,22.07274,20.93636,19.72477,0.669749,QSO
22.69432,22.1153,21.90893,22.093,21.07939,2.364254,QSO
17.79919,16.50024,15.88885,15.60039,15.44915,-0.0003692238,STAR
23.1367,22.9077,22.3821,21.44433,21.41073,0.8238661,GALAXY
23.55569,21.19621,19.73706,19.09359,18.73627,0.0004315194,STAR
17.08811,15.94839,15.87434,15.92481,15.99801,-0.0006359301,STAR
22.44091,23.34541,21.34225,20.15711,19.7191,0.628043,GALAXY
22.17352,21.29559,24.80203,19.12375,23.44821,3.690692e-05,STAR
17.89582,16.88517,16.45952,16.30645,16.38215,2.893982,QSO
23.14462,22.67867,20.88691,19.88242,19.31852,0.5654336,GALAXY
23.29897,21.41087,19.5692,18.88639,18.47821,0.377288,GALAXY
18.46375,17.23925,16.65705,16.29071,16.11109,0.05292585,GALAXY
20.36761,18.9537,18.3004,18.00045,17.84059,-0.0001997738,STAR
22.2956,20.48227,18.71027,18.2241,17.86571,0.315994,GALAXY
21.60408,19.25219,17.81886,16.87995,16.36514,9.832521e-05,STAR
22.21286,22.09137,21.9359,21.57677,21.49799,1.997164,QSO
22.04133,20.31709,19.61378,20.16914,19.33222,-0.001242139,STAR
20.67463,18.32611,16.92488,16.41394,16.03044,0.2228198,GALAXY
20.01789,19.79317,19.45244,19.29421,19.18606,1.43601,QSO
20.72751,18.17645,17.08123,16.669,16.49481,1.672957e-05,STAR
23.16895,22.04346,21.79766,21.71967,21.16499,2.16426,QSO
21.20264,19.70509,19.11027,18.72056,18.45151,0.113529,GALAXY
22.17878,19.96333,18.2295,17.62942,17.2505,0.3323659,GALAXY
22.33781,21.77753,21.55957,21.65085,21.14264,2.489344,QSO
20.25042,20.01686,19.88162,19.74479,19.63639,2.035902,QSO
20.48897,19.45565,19.18305,19.09705,19.17025,0.0004301548,STAR
22.59951,21.20029,20.84833,20.57015,20.11416,0.6994089,QSO
22.18496,19.90524,18.8534,18.19562,17.7116,-9.273538e-06,STAR
20.6382,19.3513,18.80712,18.62271,18.55746,-8.39346e-05,STAR
24.02137,22.69524,21.10159,20.29352,19.94139,0.4869812,GALAXY
18.77003,16.99381,16.16183,15.74929,15.41496,0.04223011,GALAXY
21.91465,19.77677,18.70785,18.31873,18.09237,-9.530073e-05,STAR
25.94087,20.6523,18.9661,18.38264,17.96046,0.3517841,GALAXY
22.91363,20.41727,18.99364,18.25636,17.80202,-7.915315e-05,STAR
22.64369,22.313,22.30742,22.42294,21.94638,2.097301,QSO
18.66474,17.20148,16.6491,16.46068,16.37755,1.392789e-05,STAR
26.58084,22.82829,20.95529,19.92359,19.52335,0.4889075,GALAXY
25.3366,22.12835,20.22964,19.51147,19.1065,0.3993635,GALAXY
23.91007,22.34509,20.70159,19.90964,19.37115,0.4545155,GALAXY
25.11884,21.98802,20.51943,19.07501,18.29018,-5.505292e-05,STAR
21.8706,21.2251,21.13222,21.27902,22.28669,-0.0002800595,STAR
24.68631,22.25233,20.36473,19.466,19.02059,0.4589513,GALAXY
18.45451,17.0931,16.47145,16.25482,16.23986,7.929873e-05,STAR
21.56035,20.96897,20.00919,19.26798,18.97866,0.533944,QSO
26.53486,22.09946,21.02812,19.85004,19.32087,0.5657352,GALAXY
22.71145,21.83552,21.62291,21.76981,21.66082,-0.0005909766,STAR
25.20541,21.66784,21.36699,21.19406,21.65752,2.969586,QSO
21.59552,21.25309,20.63001,20.86799,20.37087,0.3019357,GALAXY
16.73522,15.69793,15.38426,15.28004,15.28954,6.863573e-05,STAR
25.76531,23.21415,22.06363,20.54111,19.86993,0.0001070892,STAR
16.35253,15.01881,14.63498,14.3999,14.18429,0.006292686,GALAXY
26.44616,25.87279,22.22872,20.93166,19.90493,1.076561,QSO
22.11853,20.53605,19.94238,19.77167,19.66361,-0.0001243826,STAR
23.87469,22.56002,20.98354,19.90473,19.2907,0.5562187,GALAXY
23.20362,21.3286,21.23175,21.16992,21.07458,-0.0005083695,STAR
20.20015,18.35752,17.17696,16.71183,16.35272,0.1724747,GALAXY
20.00197,19.09208,18.82828,18.68765,18.70914,0.0003012399,STAR
20.3424,18.37327,17.35228,16.90867,16.53493,0.1125088,GALAXY
21.27107,21.49701,21.13521,20.95688,20.84448,1.424912,QSO
19.09159,18.87521,18.68424,18.27021,18.16281,1.76702,QSO
19.61959,17.64868,16.68115,16.28533,15.91488,0.08333499,GALAXY
20.63924,18.53295,17.5639,17.11891,16.75785,0.09672137,GALAXY
23.90154,21.5146,20.43155,20.29331,20.13195,3.514876,QSO
25.69852,18.72917,21.7552,20.32911,16.53334,0.0001719727,STAR
22.13223,21.56608,21.65523,21.3343,21.0008,1.745378,QSO
22.01832,22.08785,21.68835,20.27165,22.96911,0.4598419,GALAXY
22.77419,21.23134,20.91886,20.74794,20.6654,0.0003892354,STAR
20.71946,20.75597,20.5282,20.45612,20.32751,1.200486,QSO
19.77585,17.91576,16.98556,16.56077,16.24412,0.0885149,GALAXY
25.502,23.05253,21.94871,20.69272,19.91693,0.7114146,GALAXY
20.50952,18.95222,18.35544,18.09318,17.99109,-3.300093e-05,STAR
23.5902,21.20947,19.37614,18.74965,18.4028,0.3426172,GALAXY
24.98518,21.2353,19.41608,18.72177,18.31046,0.4342495,GALAXY
21.69694,21.28679,21.07223,20.64507,20.54019,1.894215,QSO
23.52818,22.57072,20.95499,19.95839,19.47887,0.4778567,GALAXY
19.45424,17.0256,15.91278,15.48616,15.22603,-0.0001238042,STAR
20.48387,19.94305,19.79446,19.60659,19.45192,0.7540751,QSO
22.72995,21.25599,19.58811,18.84792,18.54522,0.4310319,GALAXY
23.92007,21.69731,20.25147,19.19235,18.56262,0.0002554736,STAR
20.23357,19.3713,19.32854,19.37158,19.44091,-0.0008557754,STAR
17.7993,16.3523,15.7703,15.53667,15.43158,-0.0001904586,STAR
23.75982,23.35959,21.54766,20.29392,19.57606,0.0001095241,STAR
20.37807,18.01933,16.84535,16.29211,15.95506,-4.814974e-05,STAR
21.94971,21.33503,21.11975,21.0953,21.28325,0.3170568,QSO
21.6241,20.63363,20.31561,20.04398,19.85729,-0.0009811393,STAR
18.9763,18.06297,17.78654,17.67035,17.64505,0.0001733279,STAR
19.45141,18.26714,17.76411,17.44625,17.2509,0.08829263,GALAXY
18.27571,17.23376,16.7541,16.54437,16.45741,0.000681478,STAR
21.71207,20.52889,20.3711,20.23605,20.18792,2.74378,QSO
20.64109,19.94428,18.97836,18.73452,19.12215,-0.000552071,STAR
23.44072,21.64098,20.51355,19.7736,19.50576,0.5458315,GALAXY
18.87694,17.62373,17.03042,16.65423,16.43918,0.09511045,GALAXY
22.94884,22.82684,22.21437,21.236,21.28271,0.8367317,GALAXY
23.27477,22.80797,22.54886,21.71565,21.32025,0.7538986,GALAXY
21.07027,20.30078,20.03976,19.96021,19.73953,2.68521,QSO
17.87014,16.95069,16.67542,16.56506,16.56836,0.000748107,STAR
18.44316,18.13033,18.12453,17.95019,17.95191,0.6507508,QSO
20.91961,18.40591,17.25103,16.79358,16.56169,-0.000149131,STAR
17.76282,15.745,14.91343,14.56489,14.36849,-0.0009334272,STAR
24.13832,22.24354,22.16937,22.36152,21.84248,0.002187764,STAR
19.3735,17.94937,17.37781,17.15826,17.03758,-0.0002498445,STAR
21.56387,19.47158,18.44194,17.94749,17.6671,-0.0001300227,STAR
23.40937,20.34774,19.48854,19.12896,18.89554,4.310731e-05,STAR
22.45952,21.89148,21.62161,21.42971,21.29165,2.702731,QSO
19.21873,16.65617,15.51892,14.97633,14.89543,-1.240842e-05,STAR
22.39148,20.79385,19.09506,18.47356,18.04897,0.3191021,GALAXY
18.30367,16.9001,16.38467,16.23122,16.16342,4.863969e-05,STAR
22.59927,22.27009,21.9598,22.14114,21.58933,1.184374,QSO
22.98162,21.97368,21.91951,21.9035,21.16992,-0.0002587428,STAR
19.16096,18.93195,18.85921,18.61982,18.59048,1.805163,QSO
21.88384,20.21682,19.49112,19.29826,19.11621,-0.000214857,STAR
20.39807,19.42197,19.18155,19.10663,19.16389,0.0004468706,STAR
18.80899,17.36701,16.73083,16.45737,16.31378,-0.000376299,STAR
16.93801,15.75051,15.30864,15.14432,15.09783,-6.87428e-05,STAR
23.4607,22.17704,20.39599,19.34433,18.91723,0.5010955,GALAXY
24.68089,21.30269,20.63962,20.33684,20.22125,-0.0001371455,STAR
25.78193,22.09466,21.81334,21.78856,22.22491,0.7143497,QSO
21.06731,19.4552,18.69996,18.44942,18.29572,7.357127e-05,STAR
22.67321,21.53589,20.86117,20.81367,20.55704,0.0004913234,STAR
23.92059,21.83319,20.70929,19.59518,19.45818,0.6170849,GALAXY
23.09533,21.45399,19.97948,19.20366,18.73628,0.5000193,GALAXY
19.26176,17.36409,16.47119,16.10647,15.87155,-0.0001540444,STAR
21.30999,20.01346,19.486,19.322,19.30932,-0.0005217346,STAR
20.26205,20.17281,20.1382,19.83344,19.74331,1.815644,QSO
20.54162,17.89626,16.72074,16.29397,16.06541,6.848618e-05,STAR
21.9246,21.60995,21.41428,21.25518,20.72837,0.7299516,QSO
20.72981,19.94013,19.89429,19.9015,19.62082,2.668163,QSO
22.09356,21.0319,19.47835,18.7318,18.29351,0.4043912,GALAXY
27.53008,21.17033,19.41424,18.67222,18.37477,0.3824312,GALAXY
21.95415,21.28981,20.64718,20.36518,19.98295,4.281884,QSO
22.61081,20.93981,19.88906,19.47124,19.21089,-0.0003276788,STAR
20.81162,19.14258,18.41961,18.1785,18.00572,-0.0003241664,STAR
22.60976,22.29974,21.88123,21.91918,21.86823,0.9756779,QSO
20.01125,19.11213,18.76666,18.64329,18.52682,-8.592965e-05,STAR
21.51173,20.97451,21.01332,20.8069,20.74105,2.194731,QSO
23.97742,20.66288,19.06087,17.89746,17.23875,0.0001078819,STAR
23.04377,21.53559,21.4863,21.52855,21.89253,-0.0005742014,STAR
19.29762,18.24768,17.92589,17.78993,17.80298,-4.41455e-05,STAR
25.44801,22.66825,21.02576,19.68789,18.91791,-0.0001020659,STAR
21.06916,19.93548,19.34859,19.10457,19.0431,-0.000493499,STAR
16.20074,15.13957,14.76857,14.61744,14.60793,0.000258596,STAR
18.16534,18.21592,18.54612,18.76851,19.11022,-8.452588e-05,STAR
24.30122,21.43144,19.9968,18.64128,17.84868,1.386935e-05,STAR
16.50479,15.5533,15.22776,15.10395,15.08692,0.0001649455,STAR
19.62047,19.59606,19.30614,19.2916,19.51835,1.207493,QSO
19.88521,17.70988,16.64361,16.20187,15.86107,0.1387394,GALAXY
18.91689,18.8966,18.53975,18.48363,18.59671,1.185989,QSO
20.60267,19.35241,18.75092,18.5085,18.48084,-0.000144842,STAR
20.27912,18.95916,18.26182,17.84405,17.64702,0.2056959,GALAXY
20.80568,20.69088,20.39981,20.4172,20.50304,1.187581,QSO
19.5181,18.13544,17.43521,17.04337,16.77207,0.07601684,GALAXY
20.92071,20.82251,20.57573,20.5721,20.86797,1.090707,QSO
20.00572,19.54815,19.37841,19.0896,19.10042,1.686659,QSO
24.50246,21.59281,21.4654,21.81862,21.14377,0.0005981048,STAR
21.73898,21.61608,21.63852,21.35719,20.92162,1.880499,QSO
18.57292,17.28915,16.6803,16.32854,16.09225,0.07552335,GALAXY
22.0299,21.52341,21.01403,20.55842,20.34521,1.511934,QSO
19.761,18.20967,17.27068,16.84671,16.5557,0.151486,GALAXY
22.54252,21.19906,21.3187,21.22314,20.99774,2.35604,QSO
20.8428,19.05357,18.64885,18.42101,18.49124,-0.0004652791,STAR
18.87503,18.73194,18.51966,18.58987,18.61636,1.067628,QSO
19.10624,18.03294,17.44311,17.26733,17.21034,0.0005691965,STAR
21.52361,19.9893,19.47517,19.02247,18.81676,-0.0002013643,STAR
23.02329,21.05791,19.21988,18.52811,18.16864,0.3590495,GALAXY
19.39792,18.01342,17.43332,17.188,17.06871,0.0003396674,STAR
24.88282,22.73346,22.09007,21.90676,22.09997,0.885777,GALAXY
22.22122,21.23412,21.12211,21.12999,20.93061,2.594573,QSO
22.18049,22.87963,21.11266,19.73082,19.19852,0.7052832,GALAXY
22.88181,21.9757,21.66674,21.56957,20.84288,1.985684,QSO
21.95358,21.12765,20.96447,21.03944,20.43203,2.423274,QSO
19.34744,19.08193,18.9926,18.83333,18.68646,1.977987,QSO
18.72636,17.45412,16.99279,16.82684,16.77332,-0.0001138151,STAR
23.08278,21.51981,20.48431,20.00147,19.87248,-9.188198e-05,STAR
23.02209,21.66318,21.32847,20.99715,20.74183,-0.0003309789,STAR
19.57924,19.43773,19.27868,19.17588,19.03266,2.094377,QSO
22.70761,20.94496,20.09498,19.76327,19.56889,-0.0001835755,STAR
20.40624,20.44815,20.19053,20.16239,20.16192,0.9738295,QSO
26.07335,23.3797,21.83745,20.28321,19.67736,0.6522787,GALAXY
24.33329,23.79378,21.51475,20.46401,19.50116,0.7970762,GALAXY
20.67886,20.42234,20.39197,20.22204,20.05467,2.135001,QSO
21.97818,21.67448,21.19858,21.09377,21.00123,1.150541,QSO
22.2235,21.88753,21.81786,21.39173,21.51062,1.134854,GALAXY
20.98408,20.1183,20.02123,20.05142,20.13381,2.676576,QSO
22.90761,20.79073,20.47456,20.27179,20.01738,-0.0006344775,STAR
20.75997,20.7408,20.67093,20.55567,20.19725,1.939433,QSO
22.09019,21.228,20.8863,20.78447,20.93157,3.051606,QSO
23.03573,21.66203,21.40542,21.1751,21.34386,0.0007692207,STAR
22.11895,21.90704,21.51361,21.55155,21.18233,0.968424,GALAXY
18.17595,16.6328,15.89011,15.54942,15.34695,-0.000445026,STAR
24.13874,23.60521,21.41803,20.05384,19.61556,0.6078164,GALAXY
18.70632,17.81219,17.52993,17.42408,17.40458,-0.0008615243,STAR
21.89906,21.85997,21.94805,21.48794,20.53178,2.091262,QSO
22.87796,20.34851,18.95284,18.04323,17.54516,8.742255e-06,STAR
21.04117,20.62801,20.65471,20.19467,20.23757,1.752347,QSO
22.23803,21.59443,21.43049,21.37966,21.11672,2.199079,QSO
24.0799,22.91504,20.92259,20.02985,19.66866,0.4587749,GALAXY
25.74791,23.51477,23.02588,21.83206,21.34021,0.8923208,QSO
21.04629,18.8021,17.66932,17.25098,16.98618,-0.0002386019,STAR
19.29578,18.25849,17.97264,17.86844,17.84255,-0.0003373451,STAR
22.06078,20.7721,19.04297,18.44925,18.09221,0.3260501,GALAXY
18.57281,16.82388,16.03391,15.58803,15.2695,0.0465717,GALAXY
22.85174,22.02737,21.44592,20.87236,20.28673,1.87248,QSO
17.69505,17.17352,17.05585,16.9929,17.01605,1.424081,QSO
20.41975,19.67637,19.34534,19.22061,19.04358,0.9712524,QSO
20.27857,20.01338,20.03361,19.79141,20.01336,1.646879,QSO
20.54572,18.43246,17.27768,16.80057,16.44974,0.1537113,GALAXY
22.65774,24.16607,21.93856,20.66368,20.37693,0.6269728,GALAXY
21.83904,21.82814,21.80295,21.33811,21.43528,1.484684,QSO
23.0994,20.17228,18.61896,18.00351,17.67484,0.2962885,GALAXY
21.45844,20.71759,20.51955,20.38232,19.91531,2.322479,QSO
23.4161,21.83704,20.33475,19.45766,19.05528,0.5220543,GALAXY
22.05824,21.18583,20.8074,20.67606,20.54372,-0.0005940091,STAR
20.7434,19.82611,19.60397,19.53191,19.45989,-0.0006804072,STAR
20.34249,18.50459,17.58956,17.18767,16.92117,0.0897034,GALAXY
26.30368,21.01939,19.21199,18.541,18.09417,0.3996517,GALAXY
19.38643,17.49788,16.54677,16.04641,15.64832,0.07421277,GALAXY
20.02779,18.35502,17.69144,17.45987,17.35342,-1.569465e-05,STAR
18.37726,16.50325,15.66489,15.27984,14.94673,0.03595836,GALAXY
22.83175,22.5446,22.62823,22.04715,21.90661,0.8556884,GALAXY
19.81282,18.53445,18.01418,17.80558,17.71498,9.791838e-05,STAR
21.21193,20.65693,20.58446,20.55223,20.17691,0.8293515,QSO
22.12036,21.70939,20.71611,20.08847,19.55132,1.537227,QSO
24.50856,21.0923,20.05154,19.31853,18.94962,2.727009e-05,STAR
23.42247,21.75601,20.01734,19.19453,18.7371,0.5092955,GALAXY
22.19486,21.58204,21.49369,21.40051,20.71608,0.7184294,QSO
18.82109,17.62965,17.12041,16.91095,16.8167,-0.0008443671,STAR
21.18626,18.74155,17.48938,16.9924,16.62317,0.1646954,GALAXY
21.6647,19.42042,17.99479,16.92246,16.32295,-0.0001396185,STAR
22.62759,24.0634,22.14452,20.56353,19.88372,0.8725223,GALAXY
18.02158,16.16817,15.45103,15.18615,15.03875,2.307045e-05,STAR
25.37485,22.535,20.78007,19.8916,19.34449,0.5237762,GALAXY
21.36519,21.08329,20.83511,20.44282,20.27438,2.10604,QSO
22.35792,21.6278,21.64823,21.58624,20.83654,2.223186,QSO
20.18617,18.42416,17.50915,17.0422,16.69644,0.1395928,GALAXY
23.03303,25.09951,21.62494,20.51819,19.74507,0.7023403,GALAXY
27.0619,21.70669,19.68616,18.88503,18.30733,0.4654042,GALAXY
21.12722,21.06498,20.69856,20.71578,20.62259,1.099293,QSO
25.08267,21.18885,19.45848,18.64519,18.17013,0.4747786,GALAXY
21.56627,21.31559,21.11821,21.07871,21.01883,1.112148,QSO
21.01627,20.36926,20.15316,20.03468,19.78492,2.221188,QSO
23.00394,21.37553,21.01541,21.01721,20.72924,3.051701,QSO
21.89278,22.04007,21.08499,20.00524,19.31335,0.8764044,GALAXY
17.99638,16.4669,15.7679,15.44629,15.28989,9.796936e-05,STAR
21.06157,20.79873,20.75358,20.62082,20.52836,1.91824,QSO
16.59483,15.22875,14.74672,14.60013,14.56466,-9.863639e-05,STAR
19.23535,18.2809,17.68085,17.25105,17.05086,0.1246395,GALAXY
18.82712,17.69023,17.65112,17.68467,17.73421,-0.001185041,STAR
20.25834,20.13105,19.90476,19.73947,19.89309,1.479409,QSO
20.91573,20.78651,20.52299,20.54862,19.84535,0.6761011,QSO
21.3713,20.20204,19.61744,19.30401,19.06919,-0.0008671187,STAR
21.11004,20.4997,20.2103,20.08876,19.72663,-0.0001500388,STAR
23.43555,22.41166,20.65149,19.66289,19.33217,0.6602669,GALAXY
19.90439,18.31721,17.66406,17.43376,17.30496,-0.0002325698,STAR
22.9199,21.93126,22.27798,22.20418,21.43324,1.961474,QSO
25.14216,21.51187,21.15421,21.16171,21.0549,-0.0003725298,STAR
22.30563,21.0837,19.94949,19.41013,18.92326,0.2573189,GALAXY
21.32037,20.37369,19.69733,19.22932,18.90986,0.5015016,QSO
25.88848,22.18864,20.54332,19.70411,19.18569,0.4056532,GALAXY
19.71455,18.38236,17.73082,17.34301,17.11894,0.09717656,GALAXY
22.97986,21.20755,21.08671,21.21062,21.09727,-0.0002819918,STAR
21.24446,21.07073,20.62482,20.56699,20.35097,1.125919,QSO
24.36098,22.40082,20.60102,19.67567,19.18161,0.4807962,GALAXY
22.19548,21.49303,21.60445,21.57273,21.33006,2.39742,QSO
23.99568,21.78456,21.32768,21.35644,21.1535,0.0001474632,STAR
19.27892,17.8359,17.21535,16.96806,16.82407,0.0001558623,STAR
20.93522,18.26326,17.11642,16.69931,16.45127,3.24085e-05,STAR
19.50756,19.5833,19.3456,19.33405,19.40948,1.24554,QSO
24.63975,23.90461,22.08357,20.905,19.99311,0.7320751,GALAXY
19.66091,18.44346,17.88753,17.68913,17.55911,0.0002147192,STAR
22.24005,21.63675,21.1499,21.39283,20.87078,1.046552,QSO
21.14662,21.10015,21.05111,20.99935,21.06975,0.9200646,QSO
24.08098,22.37612,20.88761,18.88762,17.79947,-1.27646e-05,STAR
24.01793,23.26424,21.30038,19.87926,19.0833,-3.558138e-05,STAR
18.9073,17.81448,17.36924,17.19314,17.09816,0.0003880015,STAR
22.32416,22.16619,21.76455,21.63291,21.57206,1.162581,QSO
24.96348,21.86156,20.43831,19.58929,19.02592,0.5153776,GALAXY
20.02675,18.10966,17.08711,16.64299,16.27865,0.1092403,GALAXY
22.35279,22.12647,21.67843,21.52227,21.27501,1.664668,QSO
21.5609,19.87591,18.37844,17.83538,17.45234,0.2753986,GALAXY
16.05559,14.65024,14.12299,13.92998,13.86205,-0.0001229642,STAR
18.93751,17.98169,17.92179,17.51239,17.5117,-0.0003341204,STAR
22.31952,21.14552,20.73051,20.67669,20.65506,-0.0005042367,STAR
19.37392,18.10756,17.637,17.48158,17.392,7.766771e-06,STAR
23.47098,22.36542,20.85684,19.79477,19.29905,0.5771293,GALAXY
17.76936,16.81656,16.50029,16.37248,16.32145,-0.0002474852,STAR
23.82963,23.19261,22.6372,20.86534,19.50849,1.018106,QSO
20.30521,18.14898,17.05371,16.60251,16.24729,0.1522426,GALAXY
24.94437,21.34623,21.26716,21.1588,21.82956,-0.0005026135,STAR
20.23007,19.9167,19.67402,19.47075,19.335,1.980632,QSO
20.15709,19.0181,18.65776,18.39902,18.32195,0.07450106,GALAXY
23.25441,23.16084,22.16828,21.20024,20.44431,0.9874022,GALAXY
23.1017,21.10294,19.24581,18.54734,18.16467,0.3872596,GALAXY
21.00732,19.03788,17.67715,17.15837,16.8723,0.2114155,GALAXY
20.93393,19.04475,17.57557,17.03988,16.67159,0.2262608,GALAXY
21.43827,20.30172,19.72048,19.29604,18.9459,2.564839,QSO
26.08852,22.46036,20.64331,19.73049,19.01098,0.6073028,GALAXY
20.10594,19.97838,19.62079,19.58605,19.51674,1.2219,QSO
21.51737,21.62306,21.5109,20.25393,20.16484,0.8098568,GALAXY
20.59369,18.66092,17.54843,17.07861,16.74088,0.15039,GALAXY
17.87302,16.724,16.30988,16.18343,16.13326,3.27024e-05,STAR
18.77401,16.94601,16.05743,15.69687,15.4077,-0.0001020153,STAR
